accession_id	flesh_color	watermelon_mosaic	maturity	flesh_depth	diam	len	set	plant_habit	PM	ribbing	uniformity	fruit_spot	vig	fruit_color	cuc_mosaic
PI_458669	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	47	4.2	32	30	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458670	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	39	4.5	30	25	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	5 – (1 = SLIGHT,  9 = SEVERE)
PI_458672	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	48	4.5	27	13	9 – EXCELLENT	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458673	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	36	2	15	7	9 – EXCELLENT	1 – BUSH	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458675	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	35	4.5	18	8	9 – EXCELLENT	1 – BUSH	7 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458676	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	37	4.5	18	9	8 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458677	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	28	3.5	18	9	6 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458678	2 – YELLOW-ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	39	2	14	9	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458679	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	28	1.5	22	11	6 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458682	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	28	2.8	12	7	9 – EXCELLENT	1 – BUSH	1 – SLIGHT	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458683	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	29	2	14	6	9 – EXCELLENT	1 – BUSH	1 – SLIGHT	7 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458684	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	33	2.8	14	10	9 – EXCELLENT	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458685	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	45	4.8	22	18	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	NA	3 – (1 = SLIGHT,  9 = SEVERE)
PI_458686	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	33	5.2	22	15	3 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	7 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458687	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	31	5	24	12	5 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	4 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	7 – (1 = POOR,  9 = EXCELLENT)	NA	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458688	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	30	2	11	6	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	5 – (1 = SLIGHT,  9 = SEVERE)
PI_458689	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	40	2.5	14	7	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	5 – (1 = SLIGHT,  9 = SEVERE)
PI_458690	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	37	2.4	16	10	7 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	NA	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458691	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	53	7.5	28	16	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	NA
PI_458692	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	32	2.5	16	10	8 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)
PI_458693	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	48	2.3	17	10	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458694	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	33	3.6	20	12	5 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)
PI_458695	4 – MEDIUM ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	33	3.2	16	8	9 – EXCELLENT	1 – BUSH	4 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458696	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	41	4.5	28	20	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	5 – (1 = SLIGHT,  9 = SEVERE)
PI_458697	4 – MEDIUM ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	28	2	13	11	9 – EXCELLENT	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458698	4 – MEDIUM ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	28	1.8	13	7	9 – EXCELLENT	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458699	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	35	3.5	16	14	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458700	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	38	4.3	29	21	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)
PI_458701	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	29	2	12	9	9 – EXCELLENT	1 – BUSH	4 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)
PI_458702	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	41	4	24	17	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	7 – (1 = POOR,  9 = EXCELLENT)	NA	4 – (1 = SLIGHT,  9 = SEVERE)
PI_458703	4 – MEDIUM ORANGE	9 – SEVERE	39	2	19	12	9 – EXCELLENT	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA	NA
PI_458704	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	42	2.4	13	8	7 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)
PI_458708	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	50	2.7	23	27	9 – EXCELLENT	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	3 – (1 = SLIGHT,  9 = SEVERE)
PI_458709	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	48	2.6	23	19	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	8 – (1 = POOR,  9 = EXCELLENT)	NA	5 – (1 = SLIGHT,  9 = SEVERE)
PI_458710	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	58	4	21	23	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	7 – (1 = POOR,  9 = EXCELLENT)	4 – TAN	3 – (1 = SLIGHT,  9 = SEVERE)
PI_458714	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	71	2	18	22	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_458741	NA	7 – (1 = SLIGHT,  9 = SEVERE)	35	NA	12	13	9 – EXCELLENT	NA	9 – SEVERE	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	NA
PI_458742	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	42	1.8	13	8	9 – EXCELLENT	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	9 – PRONOUNCED	3 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	NA
PI_470933	1 – YELLOW	7 – (1 = SLIGHT,  9 = SEVERE)	NA	4.5	44	57	1 – POOR	2 – VINE	NA	8 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	9 – PRONOUNCED	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_475748	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	43	2	13	10	9 – EXCELLENT	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	9 – PRONOUNCED	6 – (1 = POOR,  9 = EXCELLENT)	NA	NA
PI_475749	3 – PALE ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	35	2.5	13	15	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	NA
PI_481619	5 – DARK ORANGE	9 – SEVERE	63	3.8	23	17	1 – POOR	2 – VINE	NA	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_481623	2 – YELLOW-ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	60	2.8	23	31	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	3 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_481624	4 – MEDIUM ORANGE	9 – SEVERE	49	2.1	15	28	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	4 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	NA
PI_481625	NA	9 – SEVERE	41	NA	17	22	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	3 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_481626	4 – MEDIUM ORANGE	9 – SEVERE	41	3.8	24	58	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	1 – SLIGHT	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_481627	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	41	3.2	20	25	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	NA
PI_482467	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	37	2.8	20	15	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	NA
PI_482468	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	47	3	21	18	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	NA
PI_482471	5 – DARK ORANGE	9 – SEVERE	49	3.1	22	13	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	NA
PI_482472	5 – DARK ORANGE	9 – SEVERE	46	3	22	10	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	9 – PRONOUNCED	7 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	NA
PI_482475	3 – PALE ORANGE	9 – SEVERE	39	1.8	16	15	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA	NA
PI_482477	4 – MEDIUM ORANGE	9 – SEVERE	51	2.1	17	22	1 – POOR	2 – VINE	NA	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	NA
PI_482478	5 – DARK ORANGE	9 – SEVERE	48	3	22	17	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	8 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	NA
PI_482479	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	39	2	20	18	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	NA
PI_482482	4 – MEDIUM ORANGE	9 – SEVERE	42	4.7	27	12	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	1 – SLIGHT	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	1 – SLIGHT
PI_482483	4 – MEDIUM ORANGE	9 – SEVERE	47	4.5	22	11	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	NA
PI_482485	3 – PALE ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	NA	2.9	12	19	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_482523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9 – VARIABLE	NA
PI_490350	NA	3 – (1 = SLIGHT,  9 = SEVERE)	84	NA	NA	NA	1 – POOR	2 – VINE	1 – SLIGHT	NA	8 – (1 = POOR,  9 = EXCELLENT)	NA	5 – (1 = POOR,  9 = EXCELLENT)	NA	NA
PI_490352	1 – YELLOW	3 – (1 = SLIGHT,  9 = SEVERE)	55	2.5	21	22	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_490353	1 – YELLOW	2 – (1 = SLIGHT,  9 = SEVERE)	53	1.2	13	15	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – TAN	NA
PI_494827	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	NA	2	14	15	NA	2 – VINE	1 – SLIGHT	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
PI_494830	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	64	2.4	16	12	1 – POOR	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA	NA
PI_494831	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	68	4	26	21	1 – POOR	2 – VINE	1 – SLIGHT	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	NA
PI_494834	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	NA	2.5	16	18	NA	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	NA
